id,name,tagline,industry,industry_2,type,address,street,street_number,zip,country,city,sectors
1338031,Vizcaino Zomerfeld,"Vizcaino Zomerfeld works with a broad range of small and midsize businesses, government entities",,,2,"United States, Coral Gables",,,,United States,Coral Gables,investing
2882833,Perspective Research,Perspective Business DesignHome - Perspective Business Design,,,2,"Netherlands, Amsterdam",,,1011 MG,Netherlands,Amsterdam,
959981,ConocoPhilips Technology Ventures,"Creating Innovative Solutions, venture arm of ConocoPhillips",,,3,"Houston, TX, USA",,,,United States,Houston,Innovation Management
230528,What They Like,Parents with a variety of media guides and resources for their children,,,2,"United States, San Francisco",,,,United States,San Francisco,
1495330,Clydesdale Roofing Supplies,Specialist roofing distributor,,,4,"United Kingdom, Blackpool",,,FY1 5,United Kingdom,Blackpool,"Wholesale,outside tech"
33495,NCSOFT,World's Premier Publisher of MMO Games,,,4,"South Korea, Seoul",,,,South Korea,Seoul,"PC Gaming,online gaming,mobile gaming"
978890,Scanrotor Global,Scanrotor provides specialized tightening solutions for customers with safety critical assembly applications,,,4,"Sweden, Fjällbacka",,,457 40,Sweden,Fjällbacka,outside tech
1490689,TK Components,Distributor of kitchen and bedroom doors,,,4,"United Kingdom, Manchester",,,M34 6,United Kingdom,Manchester,outside tech
117960,Alverix,Landing Page | BD Worldwide,,,2,"United States, San Jose",,,,United States,San Jose,
2902007,CBRE Caledon,Homepage - CBRE Caledon,,,4,"141 Adelaide St W, Toronto, ON M5H 3L5, Canada",Adelaide Street West,141,M5H 3L5,Canada,Toronto,
1230477,DG Lab Fund,Discovering Technological Foundations to Build New Business Pillars,,,3,"San Francisco Bay, Menlo Park, CA 94025, United States",San Francisco Bay,"",94025,United States,Menlo Park,
1509690,Essex County Council,Dynamic school effectiveness and improvement organisation,,,4,"United Kingdom, Chelmsford",,,CM2 6,United Kingdom,Chelmsford,outside tech
109743,FANUC Robotics America,,,,4,"United States, Rochester Hills",,,,United States,Rochester Hills,
2218075,Freeman,"Freeman® Official Site | Event Management, Booth Design and Exhibit…",,,4,"Dallas, TX, United States","","",75201,United States,Dallas,
148692,Tyros,Multifaceted sports web application that consists of an online community and social messaging system,,,2,"United States, Plainfield",,,,United States,Plainfield,
936719,"Fachhochschule Bern, Managementzentrum","Haute école spécialisée bernoise | Die Berner Fachhochschule bietet ein attraktives Studienangebot am Puls von Wirtschaft, Gesellschaft und Kultur",,,8,"Länggasse 85, 3052 Zollikofen, Switzerland",Länggasse,85,3052,Switzerland,Zollikofen,
1418351,Impact Hub of Santa Barbara,A membership-based community providing curriculum and development opportunities,,,14,"United States, Santa Barbara",,,,United States,Santa Barbara,
2115371,Beamonte Investments,"What Is Wealth Management and why one Needs wealth management - FOX 40 WICZ TV - News, Sports, Weather, Contests & More",,,3,"Boston, MA, United States","","",02109,United States,Boston,
138618,WorkMeIn,Preferral,,,2,"United States, Nashville",,,,United States,Nashville,
147290,Wavemark,"Information products using rfid technology, enabling users to capture, store, and provide data via web browsers",,,2,"United States, Littleton",,,,United States,Littleton,Biotechnology
1212456,SA Funds,Family of nine asset class mutual funds advised by loring ward and available,,,3,"United States, San Jose",,,,United States,San Jose,
2736317,Pinnacle,Pinnacle - Data-Driven Reliability | Comprehensive Approach to Reliability,,,4,"Pinnacle Way, Pasadena, TX 77504, USA",Pinnacle Way,,77504,United States,Pasadena,
2957607,Amsive,Amsive: An Omnichannel Marketing Services Agency | Amsive,,,4,"605 Territorial Dr, Bolingbrook, IL 60440, USA",Territorial Drive,605,60440,United States,Bolingbrook,
1453607,KUAS 85 Commerce Center,,,,14,"No. 5號, Ziqiang 3rd Road, Lingya District, Kaohsiung City, Taiwan 802",Ziqiang 3rd Road,5號,802,Taiwan,Kaohsiung City,
1477998,Institut national des sciences appliquées de Rouen,School in rouen,,,8,"France, Rouen",,,76000,France,Rouen,
1755774,KEA - Copenhagen School of Design & Technology,,,,8,"Denmark, Copenhagen",,,1620,Denmark,Copenhagen,
1452745,Yuan Ze University,"Located in Taoyuan City in northern Taiwan, the private institution was established in 1989 through an endowment fund given by Yu-Ziang Hsu, the founder of the Far Eastern Group",,,8,"No. 135, Yuandong Rd, Zhongli District, Taoyuan City, Taiwan 320",Yuandong Road,135,320,Taiwan,Taoyuan City,
936859,Suffolk University,A world class university located in the heart of a world class city. The official Twitter account of Suffolk University. Snap/Insta: suffolk_u,,,8,"Long St, Ipswich IP3 8AH",Long Street,,IP3 8AH,United Kingdom,England,
163516,Saya,Saya develops mobile messaging software and services for mass market devices,,,2,"75002, 32 Rue des Jeuneurs, 75002 Paris, France",Rue des Jeûneurs,"",75002,France,Paris,
125882,39 South Productions,,,,2,"United States, Los Angeles",,,,United States,Los Angeles,
207091,Website Technology Services,,,,15,"2751 Prosperity Ave 6th Floor, Fairfax, VA 22031, Verenigde Staten",Prosperity Avenue,,,United States,Fairfax,
1228217,China eCapital,Leading privately held investment bank in china with a strong focus on m&a,,,3,"China, Beijing",,,,China,Beijing,
1241078,O3 Capital,Global investment banking firm,,,3,"India, Mumbai",,,,India,Mumbai,
2913183,MyShubhLife,,,,2,"Thimmaiah Rd, Bengaluru, Karnataka 560052, India",Thimmaiah Road,,560052,India,Bengaluru,
1500271,Amalgam Holdings,Automotive inspiration for the home or workplace,,,4,"United Kingdom, Bristol, City Road",City Road,,BS1 3,United Kingdom,Bristol,
913656,Retrica - Selfie Sticker GIF,"Camera and community-driven app that lets its users take photos and edit them with over 130 different filters, and share them with the world",,,2,"302 Teheran-ro, Yeoksam 2(i)-dong, Gangnam-gu, Seoul, South Korea",,,135-080,South Korea,Seoul,community
1359846,"ProPhase,",Global provider of specialty solutions in clinical trials,,,2,"United States, New York",,,,United States,New York,Risk Management
1223234,Object Partners,Micro-services,,,3,"Minneapolis, MN, United States","","",55415,United States,Minneapolis,
2930074,FeedbackLoop,Feedback Loop | The agile research platform for rapid consumer feedback.,,,2,"588 Broadway, New York, NY 10012, USA",Broadway,588,10012,United States,New York,
1237144,Idealab,Longest running technology incubator,,,3,"United States, Pasadena",,,,United States,Pasadena,
1517615,RTS Elektronik Systeme,"RTS Elektronik Systeme engages in the repair, technical service, and refurbishment of electronic-hardware",,,4,"Erfurter Höhe 8, 99610 Sömmerda, Duitsland",Erfurter Höhe,,,Germany,Sömmerda,"Consumer Electronics,Commerce"
2021174,Numerator,Consumer Insights & Omnichannel Market Intelligence | Numerator,,,4,"Chicago, IL, United States","","",60602,United States,Chicago,
1246816,Responder Ventures,Venture capital firm for the public safety sector,,,3,"United States, Jupiter",,,,United States,Jupiter,
1528320,Scuola Superiore Studi Pavia IUSS,School in pavia,,,8,"Italy, Pavia",,,27100,Italy,Pavia,
89323,MetaCritic,"(Jason Dietz / Marc Doyle)  - Reviews & Scores from The Best Critics in Film, Music, TV and Games at http://t.co/i5V9625gpS",,,2,"United States, San Francisco",,,,United States,San Francisco,"review,recommendation,Advertising,Freemium"
91557,Next Gear Solutions,Dash | Industry Leading Restoration Management Software,,,4,"United States, Oxford",,,,United States,Oxford,
2005523,OsÃ©o,Bpifrance - Servir l'Avenir,,,3,"France, Maisons-Alfort",,,94700,France,Maisons-Alfort,
1254008,Fire Affairs,Fire Affairs operates a Website to support firefighters and rescue personnel,,,2,"United States, Boca Raton",,,,United States,Boca Raton,
1349242,Dash Carrier Services,"In early 2011, Bandwidth acquired dash Carrier Services Taking dash's voice and 911 operations and merging them with its own wholesale",,,4,"United States, Denver",,,,United States,Denver,Wholesale
905781,The Roda Group,"A ""venture development company"" that invests in technology companies",,,3,"United States, Berkeley",,,94704,United States,Berkeley,
1239890,RealOp Investments,Real estate investment and private equity firm,,,3,"United States, Greenville",,,,United States,Greenville,
1645430,Sewickley Academy,"Sewickley Academy inspires and educates students to engage their hearts, minds, and hands to cultivate their full individual",,,4,"United States, Sewickley",,,15143,United States,Sewickley,outside tech
153799,Clover Mobile Ventures,,,,2,"United States, Chicago",,,,United States,Chicago,
1216604,Vanderbilt University Office of Investments,The Vanderbilt University Office of Investments administers the endowment fund for the University and Medical Center,,,3,"United States, Nashville",,,,United States,Nashville,
936057,"Goldsmiths, U. of London","A close-knit community, a rich academic heritage, a creative powerhouse. Tweeting news, research, photos and videos from Goldsmiths",,,8,"8 Lewisham Way, New Cross, London SE14 6NW",Lewisham Way,8,SE14 6NW,United Kingdom,England,
1232915,Odin Holdings,Start Up Advisory and Business Incubator,,,3,"United States, Mountain Lakes",,,,United States,Mountain Lakes,
1657208,Easterseals Southern California (ESSC),ESSC has been an indispensable resource for individuals and families with developmental,,,16,"United States, Santa Ana",,,92701,United States,Santa Ana,
1663674,Leeds Beckett University Business Centre - Wakefield,,,,14,Wakefield,,,,United Kingdom,Wakefield,
1804318,BiTS - Business and Information Technology School gGmbH,"Wirtschaft, Sport, Medien & Event | University of Applied Sciences Europe | BiTS",,,8,"Germany, Iserlohn, Reiterweg, 26B",Reiterweg,26B,58636,Germany,Iserlohn,
1840968,Clik Collective Kensington,,,,14,"2 Chelmsford St, Kensington VIC 3031, Australia",Chelmsford Street,2,3031,Australia,Kensington,
1450817,Mni.dk,,,,2,"Soldalen 1, 7100 Vejle, Denmark",Soldalen,,,Denmark,Vejle,
2928380,ESA BIC Madrid Region,ESA BIC Comunidad de Madrid | madrimasd,,,3,"Calle del Maestro Ángel Llorca, 6, 28003 Madrid, Spain",Calle del Maestro Ángel Llorca,6,28003,Spain,Madrid,
1449133,Thinkfarm,Office community in Berlin,,,12,"Oberlandstraße 26-35, 12099 Berlin, Germany",Oberlandstraße,26-35,,Germany,Berlin,"workspace,Collaboration,outside tech,community"
1242056,Metavallon VC,€32 million venture capital firm that specializes in seed stage funding technology innovation & business companies,,,3,"Chalandri, Greece",,,,Greece,Chalandri,
925494,Columbia Equity Partners,,,,3,"1625 Federal Ave E, Seattle, WA 98102, USA",Federal Avenue East,1625,98102,United States,Seattle,
147564,Sun Life Direct - Life Insurance,Uk's leading provider of over 50s life insurance,,,4,"United Kingdom, Bristol",,,,United Kingdom,Bristol,outside tech
177551,AmpliPhi Biosciences,AmpliPhi Biosciences Corporation,,,4,"United States, Glen Allen",,,,United States,Glen Allen,Biotechnology
1741919,"Le Domane Des Entrepreneurs - 54 Rue Greneta, Paris, France",,,,14,"54 Rue Greneta, 75002 Paris, France",Rue Greneta,54,75002,France,Paris,
1751989,KarROX College of Technology & Management,Distance Learning Provider,,,8,"India, Mumbai",,,400001,India,Mumbai,
1840824,Melbourne Innovation Centre Greensborough,Greensborough — Melbourne Innovation Centre,,,14,"Civic Dr, Greensborough VIC 3088, Australia",Civic Drive,,3088,Australia,Greensborough,
1751122,St. Petersburg College,St Petersburg College is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC),,,8,"United States, St Petersburg",,,33701,United States,St Petersburg,
936692,Central School of Marseille,"The École Centrale de Marseille is a leading graduate school of engineering located in Marseille, the second largest city in France",,,8,"38 Rue Frédéric Joliot Curie, 13013 Marseille, France",Rue Frédéric Joliot Curie,38,13013,France,Marseille,"school,city,engineering services"
926174,Venture/Science,Venture capital firm with economic modeling at the heart of its investment strategy,,,3,"San Francisco, CA, USA",,,,United States,San Francisco,"capital market,Modeling,investing"
1484484,Litorina,Litorina - An active partner for industrial value creation,,,3,"Sweden, Stockholm","","",111 56,Sweden,Stockholm,
1219677,Zazoom Media Group,Full-service content incubator with studios in new york and chicago zmg's videos are viewed 100m+ times/month,,,3,"United States, New York",,,,United States,New York,
1863255,PlayBrain,PlayBrain | The Creative Agency for Games,,,2,"150-0021, Japan",,,150-0021,Japan,Shibuya City,
152797,EMSystems,Health Agencies | Intermedix,,,4,"United States, Milwaukee",,,,United States,Milwaukee,Health
185733,Optimal,,,,2,"United States, San Francisco",,,,United States,San Francisco,Advertising
1212042,Airtricity,International wind farm developer,,,3,"Ireland, Dublin",,,,Ireland,Dublin,
1991459,Toll Brothers,New Construction Homes for Sale | Toll Brothers® Luxury Homes,,,4,"1140 Virginia Dr, Fort Washington, PA 19034, USA",Virginia Drive,1140,19034,United States,Fort Washington,Luxury
937037,ETH,"ETH Zurich is a science, technology, engineering and mathematics STEM university",,,8,"Rämistrasse 101, 8092 Zürich, Switzerland",Rämistrasse,101,8092,Switzerland,Zurich,engineering services
1657274,"Teal Communications, Inc.",Teal provides seamless connectivity for IoT,,Telecom,2,"35 100th Ave NE, Bellevue, WA 98004, United States",100th Ave NE,35,98004,United States,Bellevue,"Network Security,Telecommunications,internet of things,Information Technology,communication,platform"
1504716,Kimberly,"Kimberly, a business in the UK powered access rental market",,,2,"Wakefield, England, United Kingdom","","",WF2 9,United Kingdom,Wakefield,"renting,renting"
1250179,Equivital,Professional wearable technology company,,Health,2,"United States, New York",,,,United States,New York,"blood,Wearable,Biotechnology,monitoring"
1211215,Sheridan Capital Partners,"Focuses on providing private equity in support of leveraged buyouts, growth recapitalizations, and large minority financings",,,3,"United States, Chicago",,,,United States,Chicago,
2007555,Innovation Fund Northeast Ohio,Pre-Seed Funding for Technology Startups | Innovation Fund America,,,3,"United States, Elyria",,,44035,United States,Elyria,
2070045,LifeSaver Mobile,For Fleets - LifeSaver Mobile,,,2,"San Jose, CA, United States","","",95113,United States,San Jose,
1655138,Voiceflow.com,"Voiceflow helps people design, prototype, and build voice apps without coding",,,2,"Canada, Toronto",,,M5H,Canada,Toronto,app
986237,Jethro Data,Jethro enables business intelligence users to analyze and visualize big data in real time,,,2,"Israel, Ra'anana, Zarhin Street, 26",Zarhin Street,26,,Israel,Ra'anana,"database,Business Intelligence,Analytics,SaaS"
1425571,Loop Returns,Retain customers and revenue with the most advanced returns and exchanges app on Shopify,,,2,"United States, Columbus",,,,United States,Columbus,"automated process,app,Automated Technology"
2072619,Liftoff Learning,,,,2,"New York, NY, United States","","",10007,United States,New York,
1341365,Universal Plastics Corp.,Universal Plastics has been a recognized leader in custom thermoforming for over 50 years,,,4,"United States, Holyoke",,,01040,United States,Holyoke,
141949,Wiremore,"Wiremore – finest frontend craftsmanship from Berlin, Germany",,,15,"Zelterstraße 10, 10439 Berlin, Germany",Zelterstraße,,,Germany,Berlin,
1485279,Porto.io Downtown,"Work in the vibrant city center during the day, enjoy some drinks at night",,,14,"R. de Cândido dos Reis 81, 4000 Porto, Portugal",Rua de Cândido dos Reis,81,,Portugal,Porto,
1630580,Technical University Brandenburg,,,,12,"Magdeburger Str. 50, 14770 Brandenburg an der Havel, Germany",Magdeburger Straße,50,14770,Germany,Brandenburg an der Havel,
2034118,BeltLLC,Belt LLC – buckle up,,,2,"Cleveland, OH, United States","","",44114,United States,Cleveland,
2923495,Foodintech,Flow | Simplify Industry,,,2,"R. Actor Ferreira da Silva 100, 4200-298 Porto, Portugal",Rua Actor Ferreira da Silva,100,4200-298,Portugal,Porto,
1990102,Startplatz Cologne,,,,14,"5, Im Mediapark, 50670 Cologne, Germany",Im Mediapark,5,50670,Germany,Cologne,
1246204,Van de Wiele Group,"Van de Wiele Group manufactures carpet and velvet weaving machines, electronic jacquards, feeders, controllers, finishing machinery",,,3,"Belgium, Kortrijk",,,,Belgium,Kortrijk,
936806,Norwegian School of Economics (NHH),"The Norwegian School of Economics or NHH, until 2011 known in English as the Norwegian School of Economics and Business Administration, is a business school situated in Bergen, Norway",,,8,"Helleveien 30, 5045 Bergen, Norway",Helleveien,30,5045,Norway,Hordaland,school
1274132,Venture Club of Indiana,"Venture Club of Indiana, a non-profit organization dedicated to helping entrepreneurs and investors succeed",,,16,"United States, Indianapolis",,,,United States,Indianapolis,
937041,University of Illinois at Urbana-Champaign,"All the latest from the University of Illinois at Urbana-Champaign. To thy happy children of the future, those of the past send greetings.  #ILLINOIS #ILLINI",,,8,"Champaign, IL, USA",,,,United States,Champaign,children
29194,Cross Road Biotech / CRB,VC investing Spanish seed stage life sciences companies,,,3,"Spain, Madrid",,,,Spain,Madrid,"Health Care,life science,Biotechnology"
1533970,Live Oak Venture Partners,Texas Venture Capital Firm - LiveOak Venture Partners,,,3,"United States, Austin","","",78701,United States,Austin,
1220455,Allied Affiliated Funding,Allied Affiliated Funding has specialized in offering creative and flexible accounts,,,3,"United States, Dallas",,,,United States,Dallas,
1351031,Genium,"Introducing the most powerful, yet lightest weight development team extension solution",,,4,"United States, Redwood City",,,,United States,Redwood City,"app,sharing economy,consulting services,Social"
927690,Janus Henderson Investors,Helps its clients achieve their long-term financial goals,,,3,"201 Bishopsgate, Spitalfields, London EC2M 3UN",,,EC2M 3UN,United Kingdom,London,investing
1330452,Woot,Online store and community that focuses on selling discounted products,,,2,"United States, Carrollton",,,,United States,Carrollton,"Consumer Electronics,community"
2005569,Freeman & Co.,Financial Institutions  |  Houlihan Lokey,,,3,"Los Angeles, CA, United States","","",90012,United States,Los Angeles,
1491282,Warwickshire Roofing Centre,Distribution of roofing materials and associated products,,,2,"21 Cape Rd, Warwick CV34 4JP, Verenigd Koninkrijk",Cape Road,"","",United Kingdom,Warwick,Wholesale
1280833,NuGenesis Technologies,Provider of software for scientific data management systems,,,4,"United States, Westborough",,,,United States,Westborough,
1685664,Cowork Timisoara: Tineretului,One of the locations of Cowork Timisoara,,,14,"Strada Arieș nr. 19, Timișoara 300579, Romania",Strada Arieș,nr. 19,300579,Romania,Timișoara,
2027201,Lighthaus Berlin Cowork,,,,14,"Berlin, Germany",,,,Germany,Berlin,
203675,South Ventures,La forma más fácil de invertir en startups,,,4,"United States, Miami",,,,United States,Miami,
1663707,Manchester Technology Centre,,,,14,"103 Oxford Rd, Manchester M1 7ED",Oxford Road,103,M1 7ED,United Kingdom,Manchester,
2945813,Somabar,,,,2,"Los Angeles, CA, United States","","",90012,United States,Los Angeles,
2041609,ClickSend,Bulk SMS Gateway & Email Marketing Platform | Email & SMS Marketing - ClickSend United Kingdom,,,2,"Perth, WA 6000, Australia","","",6000,Australia,Perth,
193166,Archive Systems,Record Management Solutions - Business Records Management | Archive Systems,,,2,"United States, Fairfield",,,,United States,Fairfield,"records,system engineering"
911370,Startupbootcamp Fintech New York,Startupbootcamp - Global Startup Accelerators,,,3,"United States, Las Vegas, South Las Vegas Boulevard, 3790",South Las Vegas Boulevard,3790,89109,United States,Las Vegas,
1234258,Evolution Corporate Advisors,Private Investor and Capital Markets Advisor,,,3,"United States, New York",,,,United States,New York,
1893050,Albin,,,,4,"Avenue du Meyrol, 26200 Montélimar, France",Avenue du Meyrol,,26200,France,Montélimar,outside tech
1529316,Academy of Fine Arts and Design in Bratislava,School in bratislava,,,4,"Slovakia, Bratislava, Námestie Republiky",Námestie Republiky,,851 01,Slovakia,Bratislava,
1236856,R&R Ventures,Company providing septic maintenance services,,,3,"United States, Annapolis",,,,United States,Annapolis,
1212165,TC Growth Partners,Investment fund that focuses on the growth of technology-enabled services companies,,,3,"United States, Palo Alto, Hamilton Avenue, 505",Hamilton Avenue,505,94301,United States,Palo Alto,
1234249,Science Park Graz,Incubator for academic founders,,,3,"Graz, Styria, Austria","","",8010,Austria,Graz,
21113,Atlantic Bridge,"Atlantic Bridge is a Global Growth Equity Technology Firm with over €900 million of assets under management across seven Funds, investing in technology companies in Europe, the US and China. We have offices and staff based in London, Dublin, Munich, ",,,3,"22 Fitzwilliam Square S, Dublin, D02 FH68, Ireland",Fitzwilliam Square South,22,D02 FH68,Ireland,Dublin,"Techstars 501 investors,SaaS"
934723,Argosy Capital,Private equity and venture capital firm,,,3,"United States, Wayne",,,07470,United States,Wayne,
123390,Everpath,"Everpath is now @skilljar, find us there!",,,2,"United States, Seattle",,,,United States,Seattle,Search Engine
1234220,St. Joseph’s Health System,Health care facilities and services,,,3,"United States, Orange",,,,United States,Orange,
1496949,Johnson Matthey Davy Technologies Limited,"Chemical process technologies and licenses them to customers in the oil, gas",,,4,"United Kingdom, London",,,SW1A 2,United Kingdom,London,outside tech
2009016,GMI AERO SAS,Expertise et Innovation pour la Réparation des Composites,,,4,"France, Paris",,,75001,France,Paris,
867000,Swarovski Group,Homepage - Swarovski Group,,,4,"Switzerland, Männedorf, Alte Landstrasse, 411",Alte Landstrasse,411,8708,Switzerland,Männedorf,
867000,Swarovski Group,Homepage - Swarovski Group,,,4,"Switzerland, Männedorf, Alte Landstrasse, 411",Alte Landstrasse,411,8708,Switzerland,Männedorf,
1221708,Threshold Ventures,"Growth, management, and networking consulting to startups to help them grow their business",,,3,"United States, Los Altos",,,,United States,Los Altos,
1517862,KBA KAMMANN,"Machines for container printing, label printing, technical printing - Kammann",,,2,"Bergkirchener Str. 228, 32549 Bad Oeynhausen, Germany",Bergkirchener Straße,"","",Germany,Bad Oeynhausen,machinery manufacturing
111828,Industrial Technology Ventures,"  Cordova Ventures -- New Funds -- Industrial Technology Ventures, 
L.P.",,,4,"United States, Alpharetta",,,,United States,Alpharetta,
93931,InfoWorld Media Group,"InfoWorld is the destination of choice for technology decision makers and business leaders who seek expert, in-depth analysis of enterprise technology.",,,4,"United States, San Francisco",,,,United States,San Francisco,Analytics
935277,KTH Royal Institute of Technology,KTH Royal Institute of Technology in Stockholm is the largest and oldest technical university in Sweden,,,8,"8, Brinellvägen, 114 28 Stockholm, Sweden",Brinellvägen,8,114 28,Sweden,Stockholm,
1534243,Seoul National University,"Seoul National University is a national research university located in Seoul, South Korea",,,8,"South Korea, Seoul",,,,South Korea,Seoul,
1776741,PretiumOffices am Potsdamer Platz,,,,14,"Potsdamer Platz, Berlin, Germany",Potsdamer Platz,,,Germany,Berlin,
2017204,The knOWLedgeCUBE Lemgo,"The knOWLedgeCUBE offers an open and creative ambience on the campus of the OWL Technical University in Lemgo and addresses students, those interested in starting a business and companies",,,14,"Campusallee 6, 32657 Lemgo, Germany",Campusallee,6,32657,Germany,Lemgo,
28246,CRB Inverbio,Early stage life science investment,,,3,"Spain, Madrid, Calle de Almagro, 1",Calle de Almagro,1,28010,Spain,Madrid,
1216935,Ardstone Homes,A privately owned investment management and house-building platform,,,3,"Ireland, Dublin",,,,Ireland,Dublin,platform
959719,Shell Ventures,Royal Dutch Shell’s corporate venture capital arm,,,3,"Carel van Bylandtlaan, 2596 HP The Hague, Netherlands",Carel van Bylandtlaan,,2596 HP,Netherlands,The Hague,
1570933,Essentium,Essentium is an innovator in both engineering filament materials and industrial additive manufacturing platforms,,,2,"United States, College Station",,,77840,United States,College Station,"3D Printing,Printing"
1221416,Brown Simpson Asset Management,Financial advisory services,,,3,"06901 Stamford, Connecticut, United States","","",06901,United States,Stamford,
949564,Inc. Magazine,Small Business Ideas and Resources for Entrepreneurs,,,4,"New York, USA",,,,United States,New York,resource
2413992,BBI Solutions,"Lateral Flow, Reagents and POCT | BBI Solutions",,,4,"Crumlin, Newport, Wales, United Kingdom","","",NP11 3,United Kingdom,Newport,
1519921,Chizel,Online 3D Printing Service for Rapid Prototyping and Batch Production,,,2,"308, Old Mumbai - Pune Hwy, Sagar Society, Wakadewadi, Shivajinagar, Pune, Maharashtra 411003, India",Old Mumbai - Pune Highway,308,411003,India,Pune,"on-demand,Printing,platform"
1751119,College Art Online,Buy Original Art from Art Students,,,8,"United States, Paradise Valley",,,85253,United States,Paradise Valley,
1777614,Fachhochschule des Mittelstands (FHM),Fachhochschule des Mittelstands (FHM),,,8,"Germany, Cologne, Hohenstaufenring, 62",Hohenstaufenring,62,50674,Germany,Cologne,
1238510,Barayamal,We believe that First Nations Entrepreneurship can change the world for the better,,,3,"710 Collins St, Docklands VIC 3008, Australia",Collins Street,710,3008,Australia,Docklands,
945427,Webhelp,We enrich customer experiences and build solutions for your business’ needs,,,4,"161 Rue de Courcelles, 75017 Paris, France",Rue de Courcelles,161,75017,France,Paris,"Healthcare Services,Customer Service,b2b sales,payment API,Analytics"
1232670,Oasis Midstream Partners LP,"Oasis Midstream Partners LP own, develop, operate and acquire a diversified portfolio of midstream assets in North America",,,3,"United States, Houston",,,,United States,Houston,
1234704,Social Innovation Fund Ireland,Social Innovation Fund Ireland,,,3,"Ireland, Dublin",,,,Ireland,Dublin,
1415702,Central Reach,Health information research and data development organization,,,4,"United States, Pompano Beach",,,,United States,Pompano Beach,"speech,Human Resources"
119938,Mitsui Private Equity,One of the largest Japanese trading company,,,3,"United States, New York",,,,United States,New York,
1751821,Mater Misericordiae University Hospital,Charitable voluntary hospital and holds a unique place,,,8,"Ireland, Dublin",,,D01,Ireland,Dublin,
1840872,Creative Warehouse Coworking,The only free space listing site dedicated to connecting creatives with empty spaces in Australia,,,14,"108-112 Langridge St, Collingwood VIC 3066, Australia",Langridge Street,108-112,3066,Australia,Collingwood,
115630,Talksoft,"Phone, text, email, and mobile app messaging for appointment reminders, broadcast messages, and other patient engagement services.",,,2,"United States, Lawrence Township",,,08648,United States,Lawrence Township,"Broadcast,PR,app,Messaging,Freemium"
1451193,Frausing Pedersen ApS,The domain is hosted by ScanNet - Tel. 75 53 35 00,,,2,"Denmark, Aarhus C","","",8000,Denmark,Aarhus C,
211336,SPI Lasers,SPI Lasers: Industrial Laser Solutions Manufacturer | Fiber Laser Applications,,,4,"United Kingdom, Southampton",,,,United Kingdom,Southampton,outside tech
25868,ING Bank Corporate Finance,Investment Arm of ING,,,3,"Netherlands, Amsterdam",,,,Netherlands,Amsterdam,investing
206009,Victor Technologies,Victor Technologies,,,4,"United States, Saint Louis",,,,United States,Saint Louis,
1332752,IFly.vc,Venture capital firm,,,4,"United States, Palo Alto",,,,United States,Palo Alto,
2154618,Heartland,Heartland Bank,,,2,"Whitehall, OH, United States","","",43213,United States,Whitehall,
1213838,Encore Financial Partners,Home | Encore Financial Group,,,3,"Cheboygan, MI, United States","","",49721,United States,Cheboygan,
1237571,Downey Ventures,Downey Ventures invests in digital media start-ups and incubates consumer entertainment technology companies,,,3,"United States, Beverly Hills",,,,United States,Beverly Hills,
1218782,KCAP Financial,"Internally managed, non-diversified closed-end investment company",,,3,"United States, New York",,,,United States,New York,
1246272,Chatsworth Management,Chatsworth Management helps to protect ever-growing investment in information and communication technology,,,3,"United States, Westlake Village",,,,United States,Westlake Village,
945570,AMF Bakery Systems,AMF Bakery Systems - Automated Bakery Equipment Solutions,,,3,"United States, Richmond",,,,United States,Richmond,
1220251,Tronc,Diversified media and marketing-solutions company,,,3,"United States, Chicago",,,,United States,Chicago,
1478312,Centre national d'enseignement à distance,School,,,4,"France, Tours",,,37100,France,Tours,
1447726,Amey,Managing infrastructure & public services across the UK,,,4,Oxford,,,,United Kingdom,Oxford,"Innovation Radar,building,engineering services,Infrastructure Services,consulting services"
1477158,Surgical Frontiers,"Surgical Frontiers – Improving Surgery, Improving Lives",,,3,"United States, Logan",,,84321,United States,Logan,
935158,Université Claude Bernard Lyon 1,"Universitė Claude Bernard Lyon 1 : sciences, technologies, santė & sport https://t.co/iaQRwjSY2I",,,8,"8 Avenue Rockefeller, 69008 Lyon, France",Avenue Rockefeller,8,69008,France,Lyon,
961681,BBS Bordeaux Airport,Business center in Bordeaux France,,,14,"6 Avenue Neil Armstrong, 33700 Mérignac, France",Avenue Neil Armstrong,6,33700,France,Mérignac,
1600159,Happylab Berlin,Berlin location of Happylab,,,14,"Demminer Str. 3, 13355 Berlin, Germany",Demminer Straße,3,,Germany,Berlin,
910468,Kipitas,Sign In,,,2,"Lithuania, Vilnius, Saulėtekio alėja, 15",Saulėtekio alėja,15,10221,Lithuania,Vilnius,
935389,Israel Institute of Technology,"Technion~ Israel Institute of Technology. Over 100 years of commitment to science, technology, innovation & education",,,12,"Haifa, 3200003, Israel",,,3200003,Israel,Haifa,
2927389,Bankia Accelerator,Programa vertical para startups de economía circular y sostenibilidad,,,3,"Paseo de la Castellana, 189, 28029 Madrid, Spain",Paseo de la Castellana,189,28029,Spain,Madrid,
1247486,8th Bridge Capital,"Premier wealth consulting agency headquartered in los angeles, california",,,3,"United States, Los Angeles",,,,United States,Los Angeles,
